id;cap;sigla_provincia
1659;22020;CO
1660;22060;CO
1661;22077;CO
1662;22070;CO
1663;22030;CO
1664;22010;CO
1665;22010;CO
1666;22020;CO
1667;22010;CO
1668;22020;CO
1669;22020;CO
1670;22037;CO
1671;22018;CO
1672;22030;CO
1673;22030;CO
1674;22030;CO
1675;22070;CO
1676;22069;CO
1677;22070;CO
1678;22010;CO
1679;22010;CO
1680;22042;CO
1681;22010;CO
1682;22020;CO
1683;22070;CO
1684;22010;CO
1685;22030;CO
1686;22010;CO
1687;22038;CO
1688;22020;CO
1689;22010;CO
1690;22078;CO
1691;22039;CO
1692;22070;CO
1693;22010;CO
1694;22010;CO
1695;22020;CO
1696;22070;CO
1697;22013;CO
1698;22070;CO
1699;22079;CO
1700;22020;CO
1701;22010;CO
1702;22015;CO
1703;22021;CO
1704;22041;CO
1705;22016;CO
1706;22024;CO
1707;22023;CO
1708;22043;CO
1709;23010;SO
1710;23010;SO
1711;23009;SO
1712;23031;SO
1713;23011;SO
1714;23010;SO
1715;23010;SO
1716;23030;SO
1717;23032;SO
1718;23010;SO
1719;23010;SO
1720;23021;SO
1721;23020;SO
1722;23030;SO
1723;23012;SO
1724;23010;SO
1725;23016;SO
1726;23022;SO
1727;23023;SO
1728;23030;SO
1729;23010;SO
1730;23010;SO
1731;23010;SO
1732;23013;SO
1733;23010;SO
1734;23014;SO
1735;23015;SO
1736;23020;SO
1737;23010;SO
1738;23010;SO
1739;23010;SO
1740;23020;SO
1741;23033;SO
1742;23034;SO
1743;23024;SO
1744;23020;SO
1745;23041;SO
1746;23030;SO
1747;23016;SO
1748;23030;SO
1749;23010;SO
1750;23020;SO
1751;23020;SO
1752;23017;SO
1753;23025;SO
1754;23010;SO
1755;23010;SO
1756;23020;SO
1757;23020;SO
1758;23020;SO
1759;23026;SO
1760;23010;SO
1761;23020;SO
1762;23010;SO
1763;23010;SO
1764;23027;SO
1765;23020;SO
1766;23030;SO
1767;23035;SO
1768;23100;SO
1769;23020;SO
1770;23018;SO
1771;23010;SO
1772;23036;SO
1773;23037;SO
1774;23020;SO
1775;23030;SO
1776;23019;SO
1777;23020;SO
1778;23038;SO
1779;23030;SO
1780;23030;SO
1781;23010;SO
1782;23020;SO
1783;23030;SO
1784;23029;SO
1785;23030;SO
1786;20081;MI
1787;20080;MI
1788;20020;MI
1789;20044;MI
1790;20004;MI
1791;20057;MI
1792;20008;MI
1793;20060;MI
1794;20079;MI
1795;20060;MI
1796;20010;MI
1797;20080;MI
1798;20082;MI
1799;20010;MI
1800;20021;MI
1801;20091;MI
1802;20080;MI
1803;20090;MI
1804;20010;MI
1805;20041;MI
1806;20038;MI
1807;20080;MI
1808;20040;MI
1809;20039;MI
1810;20074;MI
1811;20061;MI
1812;20059;MI
1813;20003;MI
1814;20062;MI
1815;20051;MI
1816;20081;MI
1817;20022;MI
1818;20063;MI
1819;20070;MI
1820;20023;MI
1821;20090;MI
1822;20031;MI
1823;20092;MI
1824;20046;MI
1825;20093;MI
1826;20075;MI
1827;20011;MI
1828;20032;MI
1829;20007;MI
1830;20094;MI
1831;20012;MI
1832;20047;MI
1833;20095;MI
1834;20036;MI
1835;20070;MI
1836;20083;MI
1837;20024;MI
1838;20060;MI
1839;20064;MI
1840;20056;MI
1841;20088;MI
1842;20001;MI
1843;20065;MI
1844;20084;MI
1845;20045;MI
1846;20025;MI
1847;20050;MI
1848;20085;MI
1849;20013;MI
1850;20020;MI
1851;20010;MI
1852;20060;MI
1853;20076;MI
1854;20077;MI
1855;20066;MI
1856;20010;MI
1857;20121;MI
1858;20122;MI
1859;20123;MI
1860;20124;MI
1861;20125;MI
1862;20126;MI
1863;20127;MI
1864;20128;MI
1865;20129;MI
1866;20131;MI
1867;20132;MI
1868;20133;MI
1869;20134;MI
1870;20135;MI
1871;20136;MI
1872;20137;MI
1873;20138;MI
1874;20139;MI
1875;20141;MI
1876;20142;MI
1877;20143;MI
1878;20144;MI
1879;20145;MI
1880;20146;MI
1881;20147;MI
1882;20148;MI
1883;20149;MI
1884;20151;MI
1885;20152;MI
1886;20153;MI
1887;20154;MI
1888;20155;MI
1889;20156;MI
1890;20157;MI
1891;20158;MI
1892;20159;MI
1893;20161;MI
1894;20162;MI
1895;20081;MI
1896;20086;MI
1897;20014;MI
1898;20020;MI
1899;20026;MI
1900;20082;MI
1901;20073;MI
1902;20002;MI
1903;20080;MI
1904;20037;MI
1905;20048;MI
1906;20015;MI
1907;20067;MI
1908;20016;MI
1909;20068;MI
1910;20042;MI
1911;20072;MI
1912;20096;MI
1913;20005;MI
1914;20060;MI
1915;20060;MI
1916;20006;MI
1917;20027;MI
1918;20017;MI
1919;20020;MI
1920;20087;MI
1921;20053;MI
1922;20088;MI
1923;20089;MI
1924;20078;MI
1925;20097;MI
1926;20034;MI
1927;20098;MI
1928;20010;MI
1929;20028;MI
1930;20070;MI
1931;20018;MI
1932;20054;MI
1933;20030;MI
1934;20099;MI
1935;20049;MI
1936;20019;MI
1937;20033;MI
1938;20060;MI
1939;20090;MI
1940;20056;MI
1941;20067;MI
1942;20060;MI
1943;20029;MI
1944;20043;MI
1945;20069;MI
1946;20080;MI
1947;20052;MI
1948;20055;MI
1949;20009;MI
1950;20070;MI
1951;20058;MI
1952;20035;MI
1953;20020;MI
1954;20021;MI
1955;20071;MI
1956;24060;BG
1957;24060;BG
1958;24061;BG
1959;24021;BG
1960;24011;BG
1961;24030;BG
1962;24031;BG
1963;24022;BG
1964;24030;BG
1965;24051;BG
1966;24040;BG
1967;24020;BG
1968;24040;BG
1969;24010;BG
1970;24020;BG
1971;24052;BG
1972;24020;BG
1973;24060;BG
1974;24040;BG
1975;24050;BG
1976;24030;BG
1977;24030;BG
1978;24030;BG
1979;24121;BG
1980;24122;BG
1981;24123;BG
1982;24124;BG
1983;24125;BG
1984;24126;BG
1985;24127;BG
1986;24128;BG
1987;24129;BG
1988;24060;BG
1989;24060;BG
1990;24010;BG
1991;24060;BG
1992;24040;BG
1993;24040;BG
1994;24040;BG
1995;24060;BG
1996;24060;BG
1997;24040;BG
1998;24010;BG
1999;24010;BG
2000;24041;BG
2001;24030;BG
2002;24053;BG
2003;24037;BG
2004;24060;BG
2005;24050;BG
2006;24054;BG
2007;24033;BG
2008;24040;BG
2009;24010;BG
2010;24040;BG
2011;24030;BG
2012;24042;BG
2013;24030;BG
2014;24043;BG
2015;24060;BG
2016;24010;BG
2017;24030;BG
2018;24060;BG
2019;24040;BG
2020;24020;BG
2021;24010;BG
2022;24060;BG
2023;24040;BG
2024;24020;BG
2025;24063;BG
2026;24050;BG
2027;24026;BG
2028;24060;BG
2029;24069;BG
2030;24020;BG
2031;24020;BG
2032;24040;BG
2033;24060;BG
2034;24034;BG
2035;24040;BG
2036;24050;BG
2037;24023;BG
2038;24020;BG
2039;24055;BG
2040;24020;BG
2041;24040;BG
2042;24030;BG
2043;24050;BG
2044;24060;BG
2045;24030;BG
2046;24062;BG
2047;24050;BG
2048;24060;BG
2049;24035;BG
2050;24010;BG
2051;24044;BG
2052;24010;BG
2053;24060;BG
2054;24060;BG
2055;24045;BG
2056;24058;BG
2057;24040;BG
2058;24020;BG
2059;24020;BG
2060;24056;BG
2061;24060;BG
2062;24010;BG
2063;24060;BG
2064;24040;BG
2065;24030;BG
2066;24020;BG
2067;24024;BG
2068;24060;BG
2069;24060;BG
2070;24025;BG
2071;24050;BG
2072;24060;BG
2073;24020;BG
2074;24020;BG
2075;24050;BG
2076;24020;BG
2077;24060;BG
2078;24064;BG
2079;24010;BG
2080;24040;BG
2081;24040;BG
2082;24026;BG
2083;24010;BG
2084;24040;BG
2085;24030;BG
2086;24065;BG
2087;24050;BG
2088;24069;BG
2089;24040;BG
2090;24030;BG
2091;24057;BG
2092;24010;BG
2093;24040;BG
2094;24010;BG
2095;24060;BG
2096;24060;BG
2097;24050;BG
2098;24050;BG
2099;24050;BG
2100;24030;BG
2101;24027;BG
2102;24010;BG
2103;24013;BG
2104;24020;BG
2105;24020;BG
2106;24020;BG
2107;24050;BG
2108;24010;BG
2109;24040;BG
2110;24046;BG
2111;24040;BG
2112;24030;BG
2113;24030;BG
2114;24050;BG
2115;24020;BG
2116;24060;BG
2117;24066;BG
2118;24020;BG
2119;24060;BG
2120;24020;BG
2121;24014;BG
2122;24010;BG
2123;24010;BG
2124;24040;BG
2125;24028;BG
2126;24010;BG
2127;24036;BG
2128;24030;BG
2129;24040;BG
2130;24020;BG
2131;24060;BG
2132;24020;BG
2133;24030;BG
2134;24050;BG
2135;24020;BG
2136;24060;BG
2137;24060;BG
2138;24060;BG
2139;24058;BG
2140;24010;BG
2141;24030;BG
2142;24037;BG
2143;24020;BG
2144;24015;BG
2145;24060;BG
2146;24016;BG
2147;24010;BG
2148;24067;BG
2149;24020;BG
2150;24020;BG
2151;24010;BG
2152;24020;BG
2153;24068;BG
2154;24017;BG
2155;24060;BG
2156;24020;BG
2157;24010;BG
2158;24039;BG
2159;24060;BG
2160;24060;BG
2161;24050;BG
2162;24040;BG
2163;24030;BG
2164;24040;BG
2165;24010;BG
2166;24060;BG
2167;24060;BG
2168;24030;BG
2169;24020;BG
2170;24032;BG
2171;24060;BG
2172;24050;BG
2173;24069;BG
2174;24047;BG
2175;24048;BG
2176;24010;BG
2177;24059;BG
2178;24020;BG
2179;24030;BG
2180;24020;BG
2181;24010;BG
2182;24010;BG
2183;24010;BG
2184;24010;BG
2185;24040;BG
2186;24049;BG
2187;24029;BG
2188;24060;BG
2189;24060;BG
2190;24060;BG
2191;24030;BG
2192;24018;BG
2193;24020;BG
2194;24020;BG
2195;24060;BG
2196;24020;BG
2197;24060;BG
2198;24050;BG
2199;24019;BG
2200;24010;BG
2201;24010;BG
2202;24017;BG
2203;24030;BG
2204;24030;BG
2205;24038;BG
2206;24012;BG
2207;25010;BS
2208;25030;BS
2209;25071;BS
2210;25020;BS
2211;25070;BS
2212;25040;BS
2213;25040;BS
2214;25020;BS
2215;25021;BS
2216;25072;BS
2217;25030;BS
2218;25070;BS
2219;25020;BS
2220;25081;BS
2221;25030;BS
2222;25040;BS
2223;25040;BS
2224;25040;BS
2225;25070;BS
2226;25022;BS
2227;25010;BS
2228;25042;BS
2229;25082;BS
2230;25061;BS
2231;25073;BS
2232;25030;BS
2233;25040;BS
2234;25043;BS
2235;25121;BS
2236;25122;BS
2237;25123;BS
2238;25124;BS
2239;25125;BS
2240;25126;BS
2241;25127;BS
2242;25128;BS
2243;25129;BS
2244;25131;BS
2245;25132;BS
2246;25133;BS
2247;25134;BS
2248;25135;BS
2249;25136;BS
2250;25060;BS
2251;25070;BS
2252;25011;BS
2253;25080;BS
2254;25012;BS
2255;25044;BS
2256;25070;BS
2257;25020;BS
2258;25031;BS
2259;25013;BS
2260;25045;BS
2261;25030;BS
2262;25030;BS
2263;25014;BS
2264;25070;BS
2265;25030;BS
2266;25046;BS
2267;25051;BS
2268;25060;BS
2269;25040;BS
2270;25040;BS
2271;25040;BS
2272;25032;BS
2273;25020;BS
2274;25050;BS
2275;25040;BS
2276;25030;BS
2277;25060;BS
2278;25060;BS
2279;25033;BS
2280;25030;BS
2281;25062;BS
2282;25040;BS
2283;25040;BS
2284;25030;BS
2285;25047;BS
2286;25020;BS
2287;25015;BS
2288;25048;BS
2289;25030;BS
2290;25040;BS
2291;25020;BS
2292;25020;BS
2293;25020;BS
2294;25083;BS
2295;25063;BS
2296;25084;BS
2297;25085;BS
2298;25016;BS
2299;25040;BS
2300;25023;BS
2301;25064;BS
2302;25074;BS
2303;25040;BS
2304;25061;BS
2305;25049;BS
2306;25010;BS
2307;25074;BS
2308;25024;BS
2309;25010;BS
2310;25060;BS
2311;25030;BS
2312;25017;BS
2313;25030;BS
2314;25050;BS
2315;25040;BS
2316;25065;BS
2317;25030;BS
2318;25080;BS
2319;25030;BS
2320;25053;BS
2321;25040;BS
2322;25080;BS
2323;25025;BS
2324;25060;BS
2325;25060;BS
2326;25054;BS
2327;25080;BS
2328;25020;BS
2329;25080;BS
2330;25040;BS
2331;25050;BS
2332;25040;BS
2333;25018;BS
2334;25010;BS
2335;25070;BS
2336;25080;BS
2337;25075;BS
2338;25050;BS
2339;25080;BS
2340;25080;BS
2341;25076;BS
2342;25020;BS
2343;25050;BS
2344;25040;BS
2345;25034;BS
2346;25030;BS
2347;25035;BS
2348;25050;BS
2349;25080;BS
2350;25050;BS
2351;25050;BS
2352;25080;BS
2353;25036;BS
2354;25030;BS
2355;25050;BS
2356;25050;BS
2357;25020;BS
2358;25020;BS
2359;25070;BS
2360;25078;BS
2361;25060;BS
2362;25050;BS
2363;25055;BS
2364;25060;BS
2365;25080;BS
2366;25030;BS
2367;25020;BS
2368;25056;BS
2369;25026;BS
2370;25037;BS
2371;25010;BS
2372;25020;BS
2373;25070;BS
2374;25080;BS
2375;25050;BS
2376;25070;BS
2377;25080;BS
2378;25027;BS
2379;25010;BS
2380;25086;BS
2381;25030;BS
2382;25050;BS
2383;25077;BS
2384;25030;BS
2385;25038;BS
2386;25030;BS
2387;25070;BS
2388;25057;BS
2389;25087;BS
2390;25010;BS
2391;25020;BS
2392;25010;BS
2393;25068;BS
2394;25040;BS
2395;25050;BS
2396;25020;BS
2397;25080;BS
2398;25019;BS
2399;25080;BS
2400;25048;BS
2401;25058;BS
2402;25060;BS
2403;25050;BS
2404;25080;BS
2405;25030;BS
2406;25088;BS
2407;25039;BS
2408;25010;BS
2409;25030;BS
2410;25070;BS
2411;25030;BS
2412;25080;BS
2413;25080;BS
2414;25028;BS
2415;25029;BS
2416;25078;BS
2417;25059;BS
2418;25069;BS
2419;25030;BS
2420;25089;BS
2421;25050;BS
2422;25010;BS
2423;25079;BS
2424;25050;BS
2425;25052;BS
2426;27020;PV
2427;27020;PV
2428;27010;PV
2429;27040;PV
2430;27010;PV
2431;27050;PV
2432;27041;PV
2433;27010;PV
2434;27050;PV
2435;27020;PV
2436;27011;PV
2437;27021;PV
2438;27010;PV
2439;27040;PV
2440;27040;PV
2441;27020;PV
2442;27010;PV
2443;27040;PV
2444;27050;PV
2445;27020;PV
2446;27042;PV
2447;27043;PV
2448;27040;PV
2449;27040;PV
2450;27031;PV
2451;27044;PV
2452;27020;PV
2453;27041;PV
2454;27040;PV
2455;27050;PV
2456;27022;PV
2457;27023;PV
2458;27040;PV
2459;27045;PV
2460;27040;PV
2461;27030;PV
2462;27030;PV
2463;27051;PV
2464;27050;PV
2465;27010;PV
2466;27030;PV
2467;27020;PV
2468;27012;PV
2469;27050;PV
2470;27013;PV
2471;27040;PV
2472;27024;PV
2473;27050;PV
2474;27030;PV
2475;27010;PV
2476;27050;PV
2477;27050;PV
2478;27010;PV
2479;27030;PV
2480;27010;PV
2481;27020;PV
2482;27032;PV
2483;27010;PV
2484;27040;PV
2485;27030;PV
2486;27034;PV
2487;27030;PV
2488;27025;PV
2489;27026;PV
2490;27010;PV
2491;27010;PV
2492;27052;PV
2493;27047;PV
2494;27020;PV
2495;27027;PV
2496;27010;PV
2497;27015;PV
2498;27030;PV
2499;27016;PV
2500;27010;PV
2501;27040;PV
2502;27034;PV
2503;27053;PV
2504;27010;PV
2505;27020;PV
2506;27010;PV
2507;27035;PV
2508;27050;PV
2509;27030;PV
2510;27030;PV
2511;27040;PV
2512;27010;PV
2513;27040;PV
2514;27054;PV
2515;27047;PV
2516;27040;PV
2517;27052;PV
2518;27010;PV
2519;27040;PV
2520;27040;PV
2521;27036;PV
2522;27020;PV
2523;27020;PV
2524;27050;PV
2525;27030;PV
2526;27030;PV
2527;27050;PV
2528;27020;PV
2529;27100;PV
2530;27040;PV
2531;27030;PV
2532;27037;PV
2533;27017;PV
2534;27040;PV
2535;27050;PV
2536;27050;PV
2537;27040;PV
2538;27040;PV
2539;27050;PV
2540;27050;PV
2541;27055;PV
2542;27038;PV
2543;27042;PV
2544;27040;PV
2545;27052;PV
2546;27010;PV
2547;27050;PV
2548;27010;PV
2549;27030;PV
2550;27040;PV
2551;27043;PV
2552;27040;PV
2553;27010;PV
2554;27020;PV
2555;27028;PV
2556;27039;PV
2557;27010;PV
2558;27046;PV
2559;27016;PV
2560;27050;PV
2561;27047;PV
2562;27030;PV
2563;27010;PV
2564;27020;PV
2565;27020;PV
2566;27020;PV
2567;27050;PV
2568;27010;PV
2569;27048;PV
2570;27010;PV
2571;27049;PV
2572;27030;PV
2573;27050;PV
2574;27030;PV
2575;27010;PV
2576;27011;PV
2577;27020;PV
2578;27010;PV
2579;27050;PV
2580;27020;PV
2581;27020;PV
2582;27020;PV
2583;27020;PV
2584;27050;PV
2585;27020;PV
2586;27020;PV
2587;27010;PV
2588;27057;PV
2589;27020;PV
2590;27010;PV
2591;27053;PV
2592;27040;PV
2593;27018;PV
2594;27029;PV
2595;27035;PV
2596;27030;PV
2597;27019;PV
2598;27010;PV
2599;27058;PV
2600;27047;PV
2601;27059;PV
2602;27010;PV
2603;27030;PV
2604;27049;PV
2605;27017;PV
2606;27020;PV
2607;27030;PV
2608;27056;PV
2609;27014;PV
2610;27061;PV
2611;26020;CR
2612;26020;CR
2613;26021;CR
2614;26010;CR
2615;26010;CR
2616;26040;CR
2617;26020;CR
2618;26030;CR
2619;26010;CR
2620;26010;CR
2621;26010;CR
2622;26020;CR
2623;26030;CR
2624;26010;CR
2625;26011;CR
2626;26010;CR
2627;26010;CR
2628;26014;CR
2629;26010;CR
2630;26041;CR
2631;26020;CR
2632;26030;CR
2633;26010;CR
2634;26012;CR
2635;26022;CR
2636;26010;CR
2637;26040;CR
2638;26010;CR
2639;26030;CR
2640;26042;CR
2641;26020;CR
2642;26010;CR
2643;26010;CR
2644;26013;CR
2645;26100;CR
2646;26010;CR
2647;26020;CR
2648;26020;CR
2649;26040;CR
2650;26010;CR
2651;26010;CR
2652;26020;CR
2653;26030;CR
2654;26030;CR
2655;26020;CR
2656;26040;CR
2657;26020;CR
2658;26044;CR
2659;26023;CR
2660;26040;CR
2661;26031;CR
2662;26010;CR
2663;26020;CR
2664;26030;CR
2665;26040;CR
2666;26010;CR
2667;26010;CR
2668;26010;CR
2669;26045;CR
2670;26010;CR
2671;26010;CR
2672;26032;CR
2673;26024;CR
2674;26020;CR
2675;26025;CR
2676;26043;CR
2677;26033;CR
2678;26030;CR
2679;26010;CR
2680;26017;CR
2681;26040;CR
2682;26035;CR
2683;26026;CR
2684;26010;CR
2685;26017;CR
2686;26010;CR
2687;26010;CR
2688;26010;CR
2689;26010;CR
2690;26036;CR
2691;26027;CR
2692;26010;CR
2693;26014;CR
2694;26010;CR
2695;26020;CR
2696;26046;CR
2697;26037;CR
2698;26040;CR
2699;26040;CR
2700;26047;CR
2701;26010;CR
2702;26028;CR
2703;26030;CR
2704;26029;CR
2705;26015;CR
2706;26048;CR
2707;26020;CR
2708;26030;CR
2709;26016;CR
2710;26049;CR
2711;26020;CR
2712;26017;CR
2713;26030;CR
2714;26038;CR
2715;26040;CR
2716;26017;CR
2717;26018;CR
2718;26010;CR
2719;26019;CR
2720;26039;CR
2721;26030;CR
2722;26030;CR
2723;26034;CR
2724;46011;MN
2725;46041;MN
2726;46031;MN
2727;46012;MN
2728;46013;MN
2729;46040;MN
2730;46040;MN
2731;46040;MN
2732;46032;MN
2733;46033;MN
2734;46042;MN
2735;46014;MN
2736;46043;MN
2737;46040;MN
2738;46040;MN
2739;46010;MN
2740;46010;MN
2741;46030;MN
2742;46040;MN
2743;46010;MN
2744;46044;MN
2745;46023;MN
2746;46040;MN
2747;46020;MN
2748;46100;MN
2749;46010;MN
2750;46010;MN
2751;46045;MN
2752;46046;MN
2753;46024;MN
2754;46040;MN
2755;46020;MN
2756;46035;MN
2757;46020;MN
2758;46040;MN
2759;46025;MN
2760;46030;MN
2761;46040;MN
2762;46047;MN
2763;46020;MN
2764;46026;MN
2765;46010;MN
2766;46017;MN
2767;46040;MN
2768;46037;MN
2769;46048;MN
2770;46018;MN
2771;46027;MN
2772;46020;MN
2773;46051;MN
2774;46020;MN
2775;46010;MN
2776;46020;MN
2777;46028;MN
2778;46030;MN
2779;46040;MN
2780;46030;MN
2781;46029;MN
2782;46019;MN
2783;46039;MN
2784;46049;MN
2785;46034;MN
2786;46036;MN
2787;46021;MN
2788;39040;BZ
2789;39010;BZ
2790;39040;BZ
2791;39057;BZ
2792;39010;BZ
2793;39036;BZ
2794;39040;BZ
2795;39100;BZ
2796;39030;BZ
2797;39041;BZ
2798;39042;BZ
2799;39051;BZ
2800;39031;BZ
2801;39010;BZ
2802;39052;BZ
2803;39040;BZ
2804;39032;BZ
2805;39020;BZ
2806;39040;BZ
2807;39010;BZ
2808;39030;BZ
2809;39043;BZ
2810;39053;BZ
2811;39040;BZ
2812;39040;BZ
2813;39033;BZ
2814;39027;BZ
2815;39034;BZ
2816;39044;BZ
2817;39030;BZ
2818;39050;BZ
2819;39045;BZ
2820;39040;BZ
2821;39030;BZ
2822;39010;BZ
2823;39020;BZ
2824;39021;BZ
2825;39022;BZ
2826;39040;BZ
2827;39055;BZ
2828;39011;BZ
2829;39023;BZ
2830;39040;BZ
2831;39040;BZ
2832;39040;BZ
2833;39024;BZ
2834;39030;BZ
2835;39020;BZ
2836;39020;BZ
2837;39010;BZ
2838;39012;BZ
2839;39035;BZ
2840;39040;BZ
2841;39013;BZ
2842;39010;BZ
2843;39025;BZ
2844;39040;BZ
2845;39056;BZ
2846;39050;BZ
2847;39040;BZ
2848;39046;BZ
2849;39020;BZ
2850;39030;BZ
2851;39025;BZ
2852;39040;BZ
2853;39014;BZ
2854;39026;BZ
2855;39030;BZ
2856;39040;BZ
2857;39040;BZ
2858;39030;BZ
2859;39054;BZ
2860;39010;BZ
2861;39037;BZ
2862;39037;BZ
2863;39040;BZ
2864;39038;BZ
2865;39050;BZ
2866;39015;BZ
2867;39030;BZ
2868;39030;BZ
2869;39010;BZ
2870;39010;BZ
2871;39047;BZ
2872;39058;BZ
2873;39017;BZ
2874;39030;BZ
2875;39048;BZ
2876;39020;BZ
2877;39030;BZ
2878;39028;BZ
2879;39020;BZ
2880;39029;BZ
2881;39030;BZ
2882;39018;BZ
2883;39040;BZ
2884;39010;BZ
2885;39050;BZ
2886;39019;BZ
2887;39040;BZ
2888;39020;BZ
2889;39016;BZ
2890;39051;BZ
2891;39030;BZ
2892;39049;BZ
2893;39030;BZ
2894;39030;BZ
2895;39030;BZ
2896;39040;BZ
2897;39010;BZ
2898;39039;BZ
2899;39040;BZ
2900;39049;BZ
2901;39040;BZ
2902;39030;BZ
2903;39010;BZ
2904;38061;TN
2905;38041;TN
2906;38060;TN
2907;38010;TN
2908;38062;TN
2909;38063;TN
2910;38042;TN
2911;38043;TN
2912;38060;TN
2913;38050;TN
2914;38071;TN
2915;38080;TN
2916;38080;TN
2917;38051;TN
2918;38060;TN
2919;38020;TN
2920;38080;TN
2921;38050;TN
2922;38022;TN
2923;38052;TN
2924;38060;TN
2925;38031;TN
2926;38010;TN
2927;38050;TN
2928;38032;TN
2929;38030;TN
2930;38080;TN
2931;38050;TN
2932;38082;TN
2933;38030;TN
2934;38053;TN
2935;38050;TN
2936;38033;TN
2937;38011;TN
2938;38010;TN
2939;38073;TN
2940;38022;TN
2941;38060;TN
2942;38050;TN
2943;38020;TN
2944;38045;TN
2945;38023;TN
2946;38020;TN
2947;38027;TN
2948;38010;TN
2949;38010;TN
2950;38074;TN
2951;38074;TN
2952;38010;TN
2953;38075;TN
2954;38050;TN
2955;38064;TN
2956;38040;TN
2957;38050;TN
2958;38060;TN
2959;38030;TN
2960;38086;TN
2961;38055;TN
2962;38050;TN
2963;38060;TN
2964;38046;TN
2965;38015;TN
2966;38056;TN
2967;38020;TN
2968;38040;TN
2969;38040;TN
2970;38027;TN
2971;38086;TN
2972;38030;TN
2973;38020;TN
2974;38050;TN
2975;38016;TN
2976;38017;TN
2977;38035;TN
2978;38018;TN
2979;38065;TN
2980;38069;TN
2981;38060;TN
2982;38060;TN
2983;38050;TN
2984;38050;TN
2985;38026;TN
2986;38050;TN
2987;38030;TN
2988;38060;TN
2989;38024;TN
2990;38020;TN
2991;38079;TN
2992;38057;TN
2993;38050;TN
2994;38086;TN
2995;38060;TN
2996;38037;TN
2997;38020;TN
2998;38066;TN
2999;38010;TN
3000;38050;TN
3001;38050;TN
3002;38010;TN
3003;38030;TN
3004;38068;TN
3005;38010;TN
3006;38020;TN
3007;38050;TN
3008;38059;TN
3009;38098;TN
3010;38050;TN
3011;38010;TN
3012;38011;TN
3013;38050;TN
3014;38047;TN
3015;38010;TN
3016;38030;TN
3017;38048;TN
3018;38088;TN
3019;38010;TN
3020;38010;TN
3021;38070;TN
3022;38089;TN
3023;38080;TN
3024;38050;TN
3025;38050;TN
3026;38050;TN
3027;38060;TN
3028;38060;TN
3029;38027;TN
3030;38038;TN
3031;38079;TN
3032;38010;TN
3033;38050;TN
3034;38068;TN
3035;38121;TN
3036;38122;TN
3037;38123;TN
3038;38040;TN
3039;38060;TN
3040;38029;TN
3041;38057;TN
3042;38060;TN
3043;38060;TN
3044;38030;TN
3045;38077;TN
3046;38067;TN
3047;38012;TN
3048;38078;TN
3049;38091;TN
3050;38025;TN
3051;38085;TN
3052;38092;TN
3053;38049;TN
3054;38011;TN
3055;38083;TN
3056;38079;TN
3057;38059;TN
3058;38034;TN
3059;38093;TN
3060;38076;TN
3061;38094;TN
3062;38054;TN
3063;38087;TN
3064;38095;TN
3065;38096;TN
3066;38019;TN
3067;38036;TN
3068;38097;TN
3069;38013;TN
3070;38028;TN
3071;38099;TN
3072;37010;VR
3073;37041;VR
3074;37050;VR
3075;37040;VR
3076;37030;VR
3077;37011;VR
3078;37050;VR
3079;37040;VR
3080;37040;VR
3081;37040;VR
3082;37021;VR
3083;37051;VR
3084;37020;VR
3085;37010;VR
3086;37012;VR
3087;37060;VR
3088;37042;VR
3089;37013;VR
3090;37052;VR
3091;37043;VR
3092;37060;VR
3093;37014;VR
3094;37010;VR
3095;37030;VR
3096;37053;VR
3097;37020;VR
3098;37044;VR
3099;37030;VR
3100;37050;VR
3101;37010;VR
3102;37020;VR
3103;37060;VR
3104;37020;VR
3105;37020;VR
3106;37022;VR
3107;37016;VR
3108;37060;VR
3109;37023;VR
3110;37031;VR
3111;37063;VR
3112;37050;VR
3113;37030;VR
3114;37017;VR
3115;37045;VR
3116;37018;VR
3117;37020;VR
3118;37030;VR
3119;37046;VR
3120;37030;VR
3121;37032;VR
3122;37060;VR
3123;37024;VR
3124;37054;VR
3125;37060;VR
3126;37050;VR
3127;37050;VR
3128;37010;VR
3129;37026;VR
3130;37019;VR
3131;37064;VR
3132;37040;VR
3133;37010;VR
3134;37030;VR
3135;37055;VR
3136;37050;VR
3137;37040;VR
3138;37028;VR
3139;37056;VR
3140;37047;VR
3141;37035;VR
3142;37057;VR
3143;37058;VR
3144;37036;VR
3145;37030;VR
3146;37050;VR
3147;37029;VR
3148;37015;VR
3149;37020;VR
3150;37010;VR
3151;37030;VR
3152;37038;VR
3153;37066;VR
3154;37060;VR
3155;37060;VR
3156;37040;VR
3157;37010;VR
3158;37039;VR
3159;37060;VR
3160;37067;VR
3161;37030;VR
3162;37121;VR
3163;37122;VR
3164;37123;VR
3165;37124;VR
3166;37125;VR
3167;37126;VR
3168;37127;VR
3169;37128;VR
3170;37129;VR
3171;37131;VR
3172;37132;VR
3173;37133;VR
3174;37134;VR
3175;37135;VR
3176;37136;VR
3177;37137;VR
3178;37138;VR
3179;37139;VR
3180;37141;VR
3181;37142;VR
3182;37040;VR
3183;37030;VR
3184;37068;VR
3185;37049;VR
3186;37069;VR
3187;37059;VR
3188;37040;VR
3189;36020;VI
3190;36020;VI
3191;36045;VI
3192;36077;VI
3193;36070;VI
3194;36057;VI
3195;36011;VI
3196;36071;VI
3197;36012;VI
3198;36020;VI
3199;36061;VI
