id;cap;sigla_provincia
4754;06122;PG
4755;06123;PG
4756;06124;PG
4757;06125;PG
4758;06126;PG
4759;06127;PG
4760;06128;PG
4761;06129;PG
4762;06131;PG
4763;06132;PG
4764;06133;PG
4765;06134;PG
4766;06135;PG
4767;06066;PG
4768;06026;PG
4769;06040;PG
4770;06047;PG
4771;06016;PG
4772;06040;PG
4773;06027;PG
4774;06040;PG
4775;06030;PG
4776;06028;PG
4777;06038;PG
4778;06049;PG
4779;06059;PG
4780;06089;PG
4781;06039;PG
4782;06069;PG
4783;06019;PG
4784;06029;PG
4785;06040;PG
4786;06030;PG
4787;05021;TR
4788;05011;TR
4789;05020;TR
4790;05022;TR
4791;05031;TR
4792;05012;TR
4793;05023;TR
4794;05032;TR
4795;05013;TR
4796;05014;TR
4797;05015;TR
4798;05034;TR
4799;05016;TR
4800;05024;TR
4801;05025;TR
4802;05020;TR
4803;05026;TR
4804;05020;TR
4805;05030;TR
4806;05010;TR
4807;05017;TR
4808;05035;TR
4809;05018;TR
4810;05030;TR
4811;05010;TR
4812;05028;TR
4813;05030;TR
4814;05010;TR
4815;05029;TR
4816;05010;TR
4817;05039;TR
4818;05100;TR
4819;05020;TR
4820;01021;VT
4821;01010;VT
4822;01022;VT
4823;01010;VT
4824;01030;VT
4825;01030;VT
4826;01010;VT
4827;01023;VT
4828;01020;VT
4829;01030;VT
4830;01030;VT
4831;01011;VT
4832;01010;VT
4833;01012;VT
4834;01032;VT
4835;01030;VT
4836;01030;VT
4837;01024;VT
4838;01020;VT
4839;01010;VT
4840;01033;VT
4841;01020;VT
4842;01030;VT
4843;01034;VT
4844;01030;VT
4845;01010;VT
4846;01035;VT
4847;01010;VT
4848;01020;VT
4849;01025;VT
4850;01010;VT
4851;01010;VT
4852;01020;VT
4853;01010;VT
4854;01014;VT
4855;01027;VT
4856;01010;VT
4857;01030;VT
4858;01036;VT
4859;01010;VT
4860;01010;VT
4861;01028;VT
4862;01010;VT
4863;01020;VT
4864;01037;VT
4865;01010;VT
4866;01020;VT
4867;01038;VT
4868;01015;VT
4869;01016;VT
4870;01010;VT
4871;01017;VT
4872;01018;VT
4873;01030;VT
4874;01030;VT
4875;01010;VT
4876;01019;VT
4877;01039;VT
4878;01100;VT
4879;01030;VT
4880;02011;RI
4881;02012;RI
4882;02013;RI
4883;02020;RI
4884;02020;RI
4885;02010;RI
4886;02021;RI
4887;02010;RI
4888;02014;RI
4889;02040;RI
4890;02030;RI
4891;02041;RI
4892;02020;RI
4893;02031;RI
4894;02010;RI
4895;02015;RI
4896;02010;RI
4897;02022;RI
4898;02020;RI
4899;02020;RI
4900;02042;RI
4901;02010;RI
4902;02020;RI
4903;02040;RI
4904;02043;RI
4905;02040;RI
4906;02032;RI
4907;02023;RI
4908;02044;RI
4909;02030;RI
4910;02045;RI
4911;02010;RI
4912;02016;RI
4913;02020;RI
4914;02046;RI
4915;02020;RI
4916;02010;RI
4917;02040;RI
4918;02040;RI
4919;02040;RI
4920;02033;RI
4921;02040;RI
4922;02040;RI
4923;02034;RI
4924;02010;RI
4925;02020;RI
4926;02035;RI
4927;02020;RI
4928;02024;RI
4929;02025;RI
4930;02018;RI
4931;02040;RI
4932;02047;RI
4933;02037;RI
4934;02030;RI
4935;02030;RI
4936;02019;RI
4937;02030;RI
4938;02100;RI
4939;02010;RI
4940;02040;RI
4941;02026;RI
4942;02040;RI
4943;02038;RI
4944;02040;RI
4945;02048;RI
4946;02040;RI
4947;02039;RI
4948;02030;RI
4949;02049;RI
4950;02020;RI
4951;02040;RI
4952;02020;RI
4953;00021;RM
4954;00020;RM
4955;00041;RM
4956;00051;RM
4957;00061;RM
4958;00022;RM
4959;00042;RM
4960;00020;RM
4961;00072;RM
4962;00023;RM
4963;00031;RM
4964;00030;RM
4965;00062;RM
4966;00020;RM
4967;00063;RM
4968;00060;RM
4969;00020;RM
4970;00060;RM
4971;00030;RM
4972;00032;RM
4973;00010;RM
4974;00073;RM
4975;00024;RM
4976;00060;RM
4977;00030;RM
4978;00033;RM
4979;00020;RM
4980;00020;RM
4981;00052;RM
4982;00020;RM
4983;00020;RM
4984;00053;RM
4985;00060;RM
4986;00034;RM
4987;00030;RM
4988;00065;RM
4989;00060;RM
4990;00060;RM
4991;00044;RM
4992;00010;RM
4993;00030;RM
4994;00030;RM
4995;00045;RM
4996;00025;RM
4997;00030;RM
4998;00046;RM
4999;00012;RM
5000;00020;RM
5001;00030;RM
5002;00075;RM
5003;00026;RM
5004;00060;RM
5005;00020;RM
5006;00066;RM
5007;00020;RM
5008;00010;RM
5009;00047;RM
5010;00060;RM
5011;00013;RM
5012;00077;RM
5013;00010;RM
5014;00030;RM
5015;00010;RM
5016;00078;RM
5017;00015;RM
5018;00010;RM
5019;00010;RM
5020;00067;RM
5021;00060;RM
5022;00074;RM
5023;00017;RM
5024;00048;RM
5025;00035;RM
5026;00036;RM
5027;00018;RM
5028;00020;RM
5029;00020;RM
5030;00010;RM
5031;00071;RM
5032;00060;RM
5033;00060;RM
5034;00068;RM
5035;00020;RM
5036;00020;RM
5037;00030;RM
5038;00040;RM
5039;00020;RM
5040;00079;RM
5041;00030;RM
5042;00030;RM
5043;00118;RM
5044;00119;RM
5045;00120;RM
5046;00121;RM
5047;00122;RM
5048;00123;RM
5049;00124;RM
5050;00125;RM
5051;00126;RM
5052;00127;RM
5053;00128;RM
5054;00131;RM
5055;00132;RM
5056;00133;RM
5057;00134;RM
5058;00135;RM
5059;00136;RM
5060;00137;RM
5061;00138;RM
5062;00139;RM
5063;00141;RM
5064;00142;RM
5065;00143;RM
5066;00144;RM
5067;00145;RM
5068;00146;RM
5069;00147;RM
5070;00148;RM
5071;00149;RM
5072;00151;RM
5073;00152;RM
5074;00153;RM
5075;00154;RM
5076;00155;RM
5077;00156;RM
5078;00157;RM
5079;00158;RM
5080;00159;RM
5081;00161;RM
5082;00162;RM
5083;00163;RM
5084;00164;RM
5085;00165;RM
5086;00166;RM
5087;00167;RM
5088;00168;RM
5089;00169;RM
5090;00171;RM
5091;00172;RM
5092;00173;RM
5093;00174;RM
5094;00175;RM
5095;00176;RM
5096;00177;RM
5097;00178;RM
5098;00179;RM
5099;00181;RM
5100;00182;RM
5101;00183;RM
5102;00184;RM
5103;00185;RM
5104;00186;RM
5105;00187;RM
5106;00188;RM
5107;00189;RM
5108;00191;RM
5109;00192;RM
5110;00193;RM
5111;00195;RM
5112;00196;RM
5113;00197;RM
5114;00198;RM
5115;00199;RM
5116;00027;RM
5117;00060;RM
5118;00020;RM
5119;00010;RM
5120;00010;RM
5121;00058;RM
5122;00010;RM
5123;00060;RM
5124;00030;RM
5125;00020;RM
5126;00037;RM
5127;00028;RM
5128;00019;RM
5129;00059;RM
5130;00060;RM
5131;00069;RM
5132;00020;RM
5133;00020;RM
5134;00038;RM
5135;00049;RM
5136;00029;RM
5137;00020;RM
5138;00039;RM
5139;00076;RM
5140;00055;RM
5141;00040;RM
5142;00043;RM
5143;00030;RM
5144;00054;RM
5145;00013;RM
5146;04011;LT
5147;04010;LT
5148;04020;LT
5149;04021;LT
5150;04012;LT
5151;04010;LT
5152;04022;LT
5153;04023;LT
5154;04024;LT
5155;04020;LT
5156;04100;LT
5157;04025;LT
5158;04010;LT
5159;04026;LT
5160;04020;LT
5161;04010;LT
5162;04014;LT
5163;04027;LT
5164;04015;LT
5165;04010;LT
5166;04010;LT
5167;04010;LT
5168;04010;LT
5169;04016;LT
5170;04017;LT
5171;04020;LT
5172;04013;LT
5173;04018;LT
5174;04010;LT
5175;04029;LT
5176;04020;LT
5177;04019;LT
5178;04031;LT
5179;03040;FR
5180;03010;FR
5181;03011;FR
5182;03041;FR
5183;03021;FR
5184;03012;FR
5185;03031;FR
5186;03032;FR
5187;03020;FR
5188;03033;FR
5189;03042;FR
5190;03040;FR
5191;03040;FR
5192;03022;FR
5193;03030;FR
5194;03030;FR
5195;03030;FR
5196;03034;FR
5197;03043;FR
5198;03030;FR
5199;03040;FR
5200;03030;FR
5201;03020;FR
5202;03023;FR
5203;03024;FR
5204;03044;FR
5205;03030;FR
5206;03010;FR
5207;03030;FR
5208;03040;FR
5209;03045;FR
5210;03020;FR
5211;03013;FR
5212;03010;FR
5213;03014;FR
5214;03035;FR
5215;03030;FR
5216;03100;FR
5217;03010;FR
5218;03040;FR
5219;03020;FR
5220;03016;FR
5221;03036;FR
5222;03025;FR
5223;03017;FR
5224;03018;FR
5225;03020;FR
5226;03010;FR
5227;03030;FR
5228;03040;FR
5229;03020;FR
5230;03030;FR
5231;03010;FR
5232;03040;FR
5233;03026;FR
5234;03037;FR
5235;03030;FR
5236;03027;FR
5237;03030;FR
5238;03038;FR
5239;03040;FR
5240;03046;FR
5241;03047;FR
5242;03028;FR
5243;03040;FR
5244;03040;FR
5245;03048;FR
5246;03049;FR
5247;03030;FR
5248;03040;FR
5249;03010;FR
5250;03040;FR
5251;03010;FR
5252;03039;FR
5253;03020;FR
5254;03019;FR
5255;03040;FR
5256;03010;FR
5257;03020;FR
5258;03010;FR
5259;03010;FR
5260;03020;FR
5261;03040;FR
5262;03040;FR
5263;03029;FR
5264;03030;FR
5265;03010;FR
5266;03040;FR
5267;03030;FR
5268;03020;FR
5269;03040;FR
5270;81010;CE
5271;81011;CE
5272;81012;CE
5273;81021;CE
5274;81031;CE
5275;81010;CE
5276;81041;CE
5277;81059;CE
5278;81013;CE
5279;81042;CE
5280;81050;CE
5281;81030;CE
5282;81020;CE
5283;81014;CE
5284;81043;CE
5285;81032;CE
5286;81030;CE
5287;81022;CE
5288;81033;CE
5289;81030;CE
5290;81020;CE
5291;81100;CE
5292;81010;CE
5293;81040;CE
5294;81016;CE
5295;81020;CE
5296;81030;CE
5297;81023;CE
5298;81030;CE
5299;81010;CE
5300;81044;CE
5301;81040;CE
5302;81010;CE
5303;81014;CE
5304;81040;CE
5305;81050;CE
5306;81030;CE
5307;81010;CE
5308;81044;CE
5309;81042;CE
5310;81010;CE
5311;81046;CE
5312;81030;CE
5313;81010;CE
5314;81040;CE
5315;81030;CE
5316;81047;CE
5317;81024;CE
5318;81025;CE
5319;81035;CE
5320;81049;CE
5321;81034;CE
5322;81030;CE
5323;81030;CE
5324;81050;CE
5325;81013;CE
5326;81016;CE
5327;81051;CE
5328;81040;CE
5329;81052;CE
5330;81040;CE
5331;81050;CE
5332;81010;CE
5333;81010;CE
5334;81050;CE
5335;81017;CE
5336;81020;CE
5337;81053;CE
5338;81040;CE
5339;81035;CE
5340;81051;CE
5341;81042;CE
5342;81010;CE
5343;81036;CE
5344;81027;CE
5345;81010;CE
5346;81030;CE
5347;81020;CE
5348;81049;CE
5349;81016;CE
5350;81054;CE
5351;81028;CE
5352;81055;CE
5353;81050;CE
5354;81050;CE
5355;81017;CE
5356;81030;CE
5357;81037;CE
5358;81056;CE
5359;81030;CE
5360;81057;CE
5361;81030;CE
5362;81044;CE
5363;81038;CE
5364;81058;CE
5365;81010;CE
5366;81020;CE
5367;81030;CE
5368;81039;CE
5369;81041;CE
5370;81030;CE
5371;81030;CE
5372;81030;CE
5373;81020;CE
5374;82011;BN
5375;82031;BN
5376;82021;BN
5377;82030;BN
5378;82011;BN
5379;82010;BN
5380;82020;BN
5381;82100;BN
5382;82013;BN
5383;82010;BN
5384;82020;BN
5385;82018;BN
5386;82020;BN
5387;82030;BN
5388;82027;BN
5389;82022;BN
5390;82024;BN
5391;82030;BN
5392;82037;BN
5393;82023;BN
5394;82030;BN
5395;82014;BN
5396;82032;BN
5397;82020;BN
5398;82024;BN
5399;82033;BN
5400;82030;BN
5401;82015;BN
5402;82030;BN
5403;82030;BN
5404;82020;BN
5405;82011;BN
5406;82020;BN
5407;82020;BN
5408;82030;BN
5409;82020;BN
5410;82034;BN
5411;82030;BN
5412;82030;BN
5413;82010;BN
5414;82020;BN
5415;82025;BN
5416;82016;BN
5417;82026;BN
5418;82020;BN
5419;82020;BN
5420;82017;BN
5421;82011;BN
5422;82030;BN
5423;82020;BN
5424;82030;BN
5425;82020;BN
5426;82030;BN
5427;82027;BN
5428;82030;BN
5429;82020;BN
5430;82028;BN
5431;82018;BN
5432;82020;BN
5433;82010;BN
5434;82030;BN
5435;82034;BN
5436;82034;BN
5437;82029;BN
5438;82010;BN
5439;82018;BN
5440;82010;BN
5441;82030;BN
5442;82020;BN
5443;82019;BN
5444;82010;BN
5445;82026;BN
5446;82036;BN
5447;82037;BN
5448;82030;BN
5449;82030;BN
5450;82038;BN
5451;82021;BN
5452;80011;
5453;80021;
5454;80051;
5455;80071;
5456;80022;
5457;80070;
5458;80072;
5459;80041;
5460;80042;
5461;80031;
5462;80023;
5463;80012;
5464;80030;
5465;80073;
5466;80030;
5467;80024;
5468;80013;
5469;80032;
5470;80074;
5471;80025;
5472;80020;
5473;80050;
5474;80026;
5475;80053;
5476;80030;
5477;80040;
5478;80033;
5479;80030;
5480;80030;
5481;80020;
5482;80075;
5483;80027;
5484;80020;
5485;80014;
5486;80054;
5487;80028;
5488;80077;
5489;80076;
5490;80050;
5491;80030;
5492;80016;
5493;80030;
5494;80034;
5495;80061;
5496;80017;
5497;80062;
5498;80070;
5499;80018;
5500;80121;
5501;80122;
5502;80123;
5503;80124;
5504;80125;
5505;80126;
5506;80127;
5507;80128;
5508;80129;
5509;80131;
5510;80132;
5511;80133;
5512;80134;
5513;80135;
5514;80136;
5515;80137;
5516;80138;
5517;80139;
5518;80141;
5519;80142;
5520;80143;
5521;80144;
5522;80145;
5523;80146;
5524;80147;
5525;80035;
5526;80044;
5527;80036;
5528;80063;
5529;80050;
5530;80040;
5531;80040;
5532;80038;
5533;80045;
5534;80055;
5535;80078;
5536;80079;
5537;80019;
5538;80010;
5539;80056;
5540;80030;
5541;80040;
5542;80046;
5543;80047;
5544;80030;
5545;80040;
5546;80065;
5547;80048;
5548;80029;
5549;80057;
5550;80030;
5551;80039;
5552;80030;
5553;80081;
5554;80049;
5555;80067;
5556;80040;
5557;80040;
5558;80058;
5559;80059;
5560;80030;
5561;80069;
5562;80010;
5563;80030;
5564;80040;
5565;80050;
5566;80040;
5567;80040;
5568;83020;AV
5569;83011;AV
5570;83040;AV
5571;83041;AV
5572;83031;AV
5573;83042;AV
5574;83021;AV
5575;83100;AV
5576;83043;AV
5577;83022;AV
5578;83044;AV
5579;83032;AV
5580;83040;AV
5581;83040;AV
5582;83045;AV
5583;83040;AV
5584;83040;AV
5585;83010;AV
5586;83040;AV
5587;83034;AV
5588;83040;AV
5589;83040;AV
5590;83040;AV
5591;83040;AV
5592;83012;AV
5593;83020;AV
5594;83010;AV
5595;83040;AV
5596;83020;AV
5597;83040;AV
5598;83020;AV
5599;83040;AV
5600;83040;AV
5601;83020;AV
5602;83040;AV
5603;83040;AV
5604;83030;AV
5605;83035;AV
5606;83010;AV
5607;83040;AV
5608;83046;AV
5609;83030;AV
5610;83023;AV
5611;83047;AV
5612;83040;AV
5613;83030;AV
5614;83020;AV
5615;83030;AV
5616;83013;AV
5617;83036;AV
5618;83030;AV
5619;83037;AV
5620;83030;AV
5621;83024;AV
5622;83030;AV
5623;83030;AV
5624;83048;AV
5625;83040;AV
5626;83038;AV
5627;83049;AV
5628;83040;AV
5629;83020;AV
5630;83027;AV
5631;83051;AV
5632;83014;AV
5633;83020;AV
5634;83050;AV
5635;83052;AV
5636;83010;AV
5637;83030;AV
5638;83015;AV
5639;83030;AV
5640;83039;AV
5641;83020;AV
5642;83020;AV
5643;83016;AV
5644;83050;AV
5645;83017;AV
5646;83050;AV
5647;83050;AV
5648;83018;AV
5649;83020;AV
5650;83050;AV
5651;83050;AV
5652;83050;AV
5653;83020;AV
5654;83053;AV
5655;83050;AV
5656;83010;AV
5657;83054;AV
5658;83030;AV
5659;83050;AV
5660;83030;AV
5661;83050;AV
5662;83050;AV
5663;83028;AV
5664;83020;AV
5665;83029;AV
5666;83050;AV
5667;83020;AV
5668;83055;AV
5669;83010;AV
5670;83020;AV
5671;83030;AV
5672;83056;AV
5673;83057;AV
5674;83030;AV
5675;83010;AV
5676;83058;AV
5677;83010;AV
5678;83059;AV
5679;83050;AV
5680;83030;AV
5681;83050;AV
5682;83030;AV
5683;83050;AV
5684;83030;AV
5685;83025;AV
5686;84042;SA
5687;84043;SA
5688;84044;SA
5689;84040;SA
5690;84045;SA
5691;84011;SA
5692;84012;SA
5693;84020;SA
5694;84046;SA
5695;84030;SA
5696;84010;SA
5697;84031;SA
5698;84081;SA
5699;84091;SA
5700;84020;SA
5701;84082;SA
5702;84021;SA
5703;84032;SA
5704;84030;SA
5705;84080;SA
5706;84059;SA
5707;84022;SA
5708;84040;SA
5709;84040;SA
5710;84047;SA
5711;84030;SA
5712;84030;SA
5713;84040;SA
5714;84030;SA
5715;84020;SA
5716;84048;SA
5717;84040;SA
5718;84020;SA
5719;84083;SA
5720;84049;SA
5721;84090;SA
5722;84013;SA
5723;84040;SA
5724;84051;SA
5725;84052;SA
5726;84010;SA
5727;84053;SA
5728;84020;SA
5729;84010;SA
5730;84020;SA
5731;84024;SA
5732;84010;SA
5733;84020;SA
5734;84050;SA
5735;84025;SA
5736;84055;SA
5737;84084;SA
5738;84010;SA
5739;84050;SA
5740;84090;SA
5741;84095;SA
5742;84056;SA
5743;84050;SA
5744;84050;SA
5745;84050;SA
5746;84057;SA
5747;84050;SA
5748;84020;SA
5749;84050;SA
5750;84050;SA
5751;84010;SA
5752;84085;SA
5753;84010;SA
5754;84060;SA
5755;84060;SA
5756;84060;SA
5757;84090;SA
5758;84096;SA
5759;84060;SA
5760;84030;SA
5761;84033;SA
5762;84030;SA
5763;84014;SA
5764;84015;SA
5765;84060;SA
5766;84061;SA
5767;84062;SA
5768;84020;SA
5769;84060;SA
5770;84060;SA
5771;84020;SA
5772;84034;SA
5773;84016;SA
5774;84020;SA
5775;84080;SA
5776;84060;SA
5777;84060;SA
5778;84030;SA
5779;84020;SA
5780;84065;SA
5781;84066;SA
5782;84035;SA
5783;84068;SA
5784;84098;SA
5785;84017;SA
5786;84026;SA
5787;84010;SA
5788;84060;SA
5789;84010;SA
5790;84020;SA
5791;84069;SA
5792;84060;SA
5793;84086;SA
5794;84070;SA
5795;84020;SA
5796;84020;SA
5797;84070;SA
5798;84070;SA
5799;84036;SA
5800;84070;SA
5801;84121;SA
5802;84122;SA
5803;84123;SA
5804;84124;SA
5805;84125;SA
5806;84126;SA
5807;84127;SA
5808;84128;SA
5809;84129;SA
5810;84131;SA
5811;84132;SA
5812;84133;SA
5813;84134;SA
5814;84135;SA
5815;84020;SA
5816;84099;SA
5817;84070;SA
5818;84020;SA
5819;84090;SA
5820;84010;SA
5821;84070;SA
5822;84070;SA
5823;84030;SA
5824;84030;SA
5825;84067;SA
5826;84027;SA
5827;84037;SA
5828;84010;SA
5829;84020;SA
5830;84010;SA
5831;84030;SA
5832;84073;SA
5833;84087;SA
5834;84038;SA
5835;84018;SA
5836;84010;SA
5837;84070;SA
5838;84028;SA
5839;84074;SA
5840;84088;SA
5841;84029;SA
5842;84070;SA
5843;84075;SA
5844;84039;SA
5845;84076;SA
5846;84030;SA
5847;84077;SA
5848;84030;SA
5849;84010;SA
5850;84070;SA
5851;84070;SA
5852;84078;SA
5853;84020;SA
5854;84079;SA
5855;84019;SA
5856;84092;SA
5857;67020;AQ
5858;67041;AQ
5859;67030;AQ
5860;67030;AQ
5861;67030;AQ
5862;67051;AQ
5863;67052;AQ
5864;67010;AQ
5865;67021;AQ
5866;67030;AQ
5867;67050;AQ
5868;67030;AQ
5869;67012;AQ
5870;67020;AQ
5871;67030;AQ
5872;67013;AQ
5873;67050;AQ
5874;67030;AQ
5875;67022;AQ
5876;67053;AQ
5877;67014;AQ
5878;67020;AQ
5879;67060;AQ
5880;67020;AQ
5881;67061;AQ
5882;67023;AQ
5883;67020;AQ
5884;67031;AQ
5885;67050;AQ
5886;67020;AQ
5887;67024;AQ
5888;67043;AQ
5889;67044;AQ
5890;67050;AQ
5891;67030;AQ
5892;67054;AQ
5893;67030;AQ
5894;67040;AQ
5895;67050;AQ
5896;67020;AQ
5897;67030;AQ
5898;67020;AQ
5899;67020;AQ
5900;67020;AQ
5901;67020;AQ
5902;67055;AQ
5903;67030;AQ
5904;67030;AQ
5905;67100;AQ
5906;67050;AQ
5907;67056;AQ
5908;67045;AQ
5909;67062;AQ
5910;67050;AQ
5911;67020;AQ
5912;67015;AQ
5913;67050;AQ
5914;67020;AQ
5915;67040;AQ
5916;67025;AQ
5917;67030;AQ
5918;67063;AQ
5919;67050;AQ
5920;67050;AQ
5921;67046;AQ
5922;67030;AQ
5923;67064;AQ
5924;67032;AQ
5925;67057;AQ
5926;67033;AQ
5927;67034;AQ
5928;67017;AQ
5929;67026;AQ
5930;67020;AQ
5931;67035;AQ
5932;67030;AQ
5933;67027;AQ
5934;67036;AQ
5935;67030;AQ
5936;67066;AQ
5937;67047;AQ
5938;67048;AQ
5939;67030;AQ
5940;67037;AQ
5941;67058;AQ
5942;67020;AQ
5943;67028;AQ
5944;67020;AQ
5945;67067;AQ
5946;67020;AQ
5947;67020;AQ
5948;67050;AQ
5949;67038;AQ
5950;67030;AQ
5951;67019;AQ
5952;67068;AQ
5953;67029;AQ
5954;67039;AQ
5955;67069;AQ
5956;67020;AQ
5957;67049;AQ
5958;67059;AQ
5959;67030;AQ
5960;67020;AQ
5961;67020;AQ
5962;67050;AQ
5963;67030;AQ
5964;67030;AQ
5965;64011;TE
5966;64010;TE
5967;64031;TE
5968;64032;TE
5969;64030;TE
5970;64020;TE
5971;64033;TE
5972;64012;TE
5973;64020;TE
5974;64030;TE
5975;64020;TE
5976;64041;TE
5977;64034;TE
5978;64035;TE
5979;64036;TE
5980;64037;TE
5981;64010;TE
5982;64042;TE
5983;64010;TE
5984;64010;TE
5985;64013;TE
5986;64040;TE
5987;64043;TE
5988;64044;TE
5989;64021;TE
5990;64045;TE
5991;64030;TE
5992;64046;TE
5993;64020;TE
5994;64023;TE
5995;64015;TE
5996;64024;TE
5997;64039;TE
5998;64047;TE
5999;64025;TE
6000;64010;TE
6001;64026;TE
6002;64016;TE
6003;64027;TE
6004;64028;TE
6005;64100;TE
6006;64010;TE
6007;64010;TE
6008;64018;TE
6009;64049;TE
6010;64010;TE
6011;64014;TE
6012;65020;PE
6013;65020;PE
6014;65020;PE
6015;65010;PE
6016;65022;PE
6017;65010;PE
6018;65023;PE
6019;65010;PE
6020;65020;PE
6021;65011;PE
6022;65012;PE
6023;65013;PE
6024;65010;PE
6025;65010;PE
6026;65010;PE
6027;65020;PE
6028;65020;PE
6029;65010;PE
6030;65010;PE
6031;65020;PE
6032;65014;PE
6033;65024;PE
6034;65010;PE
6035;65015;PE
6036;65010;PE
6037;65010;PE
6038;65017;PE
6039;65121;PE
6040;65122;PE
6041;65123;PE
6042;65124;PE
6043;65125;PE
6044;65126;PE
6045;65127;PE
6046;65128;PE
6047;65129;PE
6048;65020;PE
6049;65019;PE
6050;65010;PE
6051;65020;PE
6052;65026;PE
6053;65020;PE
6054;65020;PE
6055;65020;PE
6056;65020;PE
6057;65020;PE
6058;65027;PE
6059;65025;PE
6060;65010;PE
6061;65028;PE
6062;65029;PE
6063;65020;PE
6064;65010;PE
6065;65010;PE
6066;66040;CH
6067;66044;CH
6068;66010;CH
6069;66030;CH
6070;66041;CH
6071;66042;CH
6072;66040;CH
6073;66011;CH
6074;66040;CH
6075;66010;CH
6076;66030;CH
6077;66050;CH
6078;66010;CH
6079;66031;CH
6080;66021;CH
6081;66012;CH
6082;66043;CH
6083;66032;CH
6084;66040;CH
6085;66033;CH
6086;66050;CH
6087;66100;CH
6088;66040;CH
6089;66010;CH
6090;66010;CH
6091;66040;CH
6092;66014;CH
6093;66051;CH
6094;66050;CH
6095;66010;CH
6096;66015;CH
6097;66030;CH
6098;66022;CH
6099;66050;CH
6100;66023;CH
6101;66050;CH
6102;66030;CH
6103;66050;CH
6104;66040;CH
6105;66010;CH
6106;66052;CH
6107;66010;CH
6108;66016;CH
6109;66050;CH
6110;66010;CH
6111;66034;CH
6112;66050;CH
6113;66010;CH
6114;66050;CH
6115;66010;CH
6116;66030;CH
6117;66040;CH
6118;66040;CH
6119;66010;CH
6120;66050;CH
6121;66030;CH
6122;66036;CH
6123;66026;CH
6124;66020;CH
6125;66017;CH
6126;66050;CH
6127;66010;CH
6128;66040;CH
6129;66010;CH
6130;66040;CH
6131;66040;CH
6132;66030;CH
6133;66020;CH
6134;66010;CH
6135;66040;CH
6136;66010;CH
6137;66010;CH
6138;66010;CH
6139;66020;CH
6140;66040;CH
6141;66050;CH
6142;66040;CH
6143;66040;CH
6144;66050;CH
6145;66050;CH
6146;66020;CH
6147;66010;CH
6148;66050;CH
6149;66030;CH
6150;66037;CH
6151;66038;CH
6152;66020;CH
6153;66045;CH
6154;66018;CH
6155;66010;CH
6156;66020;CH
6157;66046;CH
6158;66050;CH
6159;66010;CH
6160;66019;CH
6161;66030;CH
6162;66050;CH
6163;66010;CH
6164;66054;CH
6165;66020;CH
6166;66010;CH
6167;66047;CH
6168;66040;CH
6169;66040;CH
6170;86030;CB
6171;86011;CB
6172;86021;CB
6173;86041;CB
6174;86010;CB
6175;86100;CB
6176;86020;CB
6177;86010;CB
6178;86040;CB
6179;86042;CB
6180;86043;CB
6181;86010;CB
6182;86030;CB
6183;86020;CB
6184;86031;CB
6185;86010;CB
6186;86012;CB
6187;86010;CB
6188;86030;CB
6189;86020;CB
6190;86044;CB
6191;86020;CB
6192;86010;CB
6193;86020;CB
6194;86013;CB
6195;86010;CB
6196;86030;CB
6197;86014;CB
6198;86034;CB
6199;86015;CB
6200;86035;CB
6201;86022;CB
6202;86030;CB
6203;86030;CB
6204;86040;CB
6205;86030;CB
6206;86030;CB
6207;86010;CB
6208;86020;CB
6209;86040;CB
6210;86023;CB
6211;86032;CB
6212;86033;CB
6213;86040;CB
6214;86030;CB
6215;86036;CB
6216;86040;CB
6217;86040;CB
6218;86010;CB
6219;86037;CB
6220;86038;CB
6221;86024;CB
6222;86040;CB
6223;86020;CB
6224;86045;CB
6225;86040;CB
6226;86016;CB
6227;86040;CB
6228;86025;CB
6229;86020;CB
6230;86040;CB
6231;86026;CB
6232;86020;CB
6233;86030;CB
6234;86030;CB
6235;86010;CB
6236;86010;CB
6237;86040;CB
6238;86046;CB
6239;86027;CB
6240;86020;CB
6241;86047;CB
6242;86020;CB
6243;86048;CB
6244;86017;CB
6245;86020;CB
6246;86030;CB
6247;86039;CB
6248;86028;CB
6249;86018;CB
6250;86029;CB
6251;86010;CB
6252;86049;CB
6253;86019;CB
6254;71021;FG
6255;71031;FG
6256;71020;FG
6257;71011;FG
6258;71022;FG
6259;71032;FG
6260;71023;FG
6261;71010;FG
6262;71024;FG
6263;71041;FG
6264;71030;FG
6265;71010;FG
6266;71033;FG
6267;71030;FG
6268;71025;FG
6269;71020;FG
6270;71034;FG
6271;71035;FG
6272;71020;FG
6273;71042;FG
6274;71010;FG
6275;71026;FG
6276;71020;FG
6277;71121;FG
6278;71122;FG
6279;71010;FG
6280;71051;FG
6281;71010;FG
6282;71036;FG
6283;71043;FG
6284;71030;FG
6285;71020;FG
6286;71037;FG
6287;71030;FG
6288;71027;FG
6289;71045;FG
6290;71020;FG
6291;71010;FG
6292;71038;FG
6293;71010;FG
6294;71010;FG
6295;71020;FG
6296;71012;FG
6297;71039;FG
6298;71013;FG
6299;71014;FG
6300;71030;FG
6301;71015;FG
6302;71010;FG
6303;71016;FG
6304;71028;FG
6305;71010;FG
6306;71047;FG
6307;71048;FG
6308;71017;FG
6309;71029;FG
6310;71018;FG
6311;71019;FG
6312;71030;FG
6313;71030;FG
6314;71040;FG
6315;71030;FG
6316;70021;BA
6317;70010;BA
6318;70011;BA
6319;70022;BA
6320;70121;BA
